Day,Temp,Humidity,Wind,Casual,Registered,Total
152,0.764167,0.677083,0.207092,513,3461,3974
544,0.6975,0.36,0.271775,1077,6258,7335
358,0.3025,0.5425,0.190304,155,856,1011
319,0.53,0.68875,0.199633,449,3746,4195
365,0.41,0.615833,0.220154,665,1820,2485
160,0.808333,0.568333,0.149883,563,3352,3915
246,0.669167,0.716667,0.185325,1935,2549,4484
413,0.343333,0.634583,0.205846,349,3805,4154
265,0.628333,0.902083,0.128125,555,4240,4795
7,0.196522,0.498696,0.168726,148,1362,1510
312,0.408333,0.721667,0.0690375,376,3829,4205
341,0.41,0.970417,0.266175,50,655,705
631,0.65,0.646667,0.283583,2512,5883,8395
287,0.550833,0.71625,0.223883,529,3115,3644
277,0.484167,0.71,0.205854,486,3970,4456
611,0.696667,0.815,0.0640708,2613,3197,5810
404,0.256667,0.722917,0.133721,109,2693,2802
561,0.703333,0.699167,0.143679,2355,4614,6969
599,0.649167,0.67375,0.0727708,1081,5925,7006
55,0.295652,0.697391,0.250496,100,1707,1807
348,0.3175,0.66375,0.0609583,178,3562,3740
539,0.7775,0.57375,0.182842,964,4859,5823
615,0.696667,0.810417,0.142421,611,5592,6203
606,0.728333,0.62,0.190925,935,6105,7040
343,0.290833,0.695833,0.0827167,261,3359,3620
707,0.320833,0.764167,0.1306,349,4659,5008
52,0.303333,0.605,0.307846,195,912,1107
534,0.5925,0.59875,0.144904,2634,4344,6978
215,0.731667,0.6575,0.135583,467,3107,3574
218,0.716667,0.755,0.22825,1521,2773,4294
463,0.4375,0.254167,0.274871,3252,3605,6857
350,0.375,0.500417,0.260575,178,3399,3577
651,0.4375,0.539167,0.235092,1060,6222,7282
387,0.1625,0.79625,0.199638,196,1781,1977
557,0.720833,0.6675,0.151737,954,5336,6290
306,0.3775,0.71875,0.0820917,370,3816,4186
506,0.620833,0.530417,0.254367,2704,4425,7129
295,0.4225,0.629167,0.0926667,1499,2809,4308
704,0.475833,0.73375,0.174129,551,6055,6606
271,0.635,0.84875,0.148629,480,3427,3907
566,0.77,0.600417,0.165429,888,5703,6591
83,0.285,0.805833,0.243787,166,1699,1865
473,0.608333,0.390417,0.273629,989,5702,6691
543,0.630833,0.373333,0.347642,1077,6365,7442
378,0.274167,0.5075,0.378108,174,3040,3214
546,0.834167,0.48875,0.165417,829,4634,5463
346,0.238333,0.670833,0.06345,143,3167,3310
529,0.653333,0.833333,0.214546,477,4495,4972
316,0.356667,0.552917,0.212062,1275,2792,4067
81,0.441667,0.624583,0.22575,460,2243,2703
684,0.289167,0.552083,0.199625,373,5122,5495
62,0.198333,0.318333,0.225754,123,1562,1685
368,0.15,0.44125,0.365671,89,2147,2236
633,0.514167,0.492917,0.142404,1001,6435,7436
199,0.746667,0.65125,0.215804,841,3617,4458
638,0.5425,0.542917,0.227604,2589,5966,8555
664,0.55,0.800417,0.124375,875,6484,7359
86,0.253043,0.493913,0.1843,472,1221,1693
548,0.815833,0.51875,0.168529,1421,4110,5531
183,0.738333,0.444583,0.115062,2204,2915,5119
629,0.546667,0.618333,0.118167,939,6781,7720
452,0.323333,0.29,0.187192,531,4571,5102
143,0.631667,0.81,0.233842,836,3438,4274
416,0.28,0.507826,0.229083,502,2627,3129
32,0.192174,0.829565,0.053213,47,1313,1360
63,0.261667,0.610417,0.203346,214,1730,1944
2,0.363478,0.696087,0.248539,131,670,801
95,0.414167,0.642083,0.388067,167,1628,1795
385,0.2175,0.45,0.20275,115,3048,3163
650,0.435,0.463333,0.181596,834,6736,7570
118,0.6175,0.700833,0.320908,569,3489,4058
307,0.408333,0.702083,0.136817,318,3656,3974
377,0.3825,0.802917,0.180967,269,3828,4097
645,0.554167,0.664167,0.268025,3031,4934,7965
668,0.44,0.88,0.3582,2,20,22
674,0.325833,0.532917,0.179108,1201,3906,5107
583,0.769167,0.6525,0.290421,1707,3757,5464
457,0.425833,0.67625,0.172267,2347,3694,6041
685,0.321667,0.620417,0.152987,320,5125,5445
731,0.215833,0.5775,0.154846,439,2290,2729
726,0.243333,0.823333,0.316546,9,432,441
407,0.224167,0.73125,0.289796,192,1977,2169
41,0.144348,0.437391,0.221935,47,1491,1538
649,0.514167,0.630833,0.187821,780,6911,7691
324,0.463333,0.684583,0.18595,787,2733,3520
301,0.330833,0.585833,0.229479,456,3291,3747
375,0.308696,0.646522,0.187552,173,3425,3598
382,0.373043,0.716087,0.34913,127,2808,2935
455,0.37,0.580833,0.138067,796,4663,5459
554,0.861667,0.492083,0.163554,1448,3392,4840
228,0.700833,0.578333,0.236329,721,4004,4725
694,0.278333,0.404583,0.376871,532,1745,2277
594,0.719167,0.519167,0.141796,1338,6267,7605
678,0.352174,0.333478,0.347835,340,4975,5315
652,0.393333,0.494583,0.146142,2252,4857,7109
278,0.538333,0.647917,0.17725,559,4267,4826
600,0.6675,0.677083,0.0702833,1094,6281,7375
332,0.503478,0.743043,0.142122,253,3614,3867
462,0.403333,0.377083,0.300388,1807,4653,6460
502,0.636667,0.697917,0.122512,991,6433,7424
426,0.485833,0.615417,0.226987,325,4665,4990
352,0.238333,0.58625,0.169779,220,2211,2431
40,0.134783,0.494783,0.188839,53,1552,1605
216,0.71,0.7575,0.19715,799,3777,4576
290,0.534167,0.579583,0.175379,713,3857,4570
78,0.4725,0.379167,0.368167,1424,1693,3117
411,0.348333,0.53125,0.1816,141,4028,4169
453,0.484167,0.48125,0.291671,674,5024,5698
175,0.724167,0.573333,0.222025,969,4022,4991
325,0.4475,0.91,0.138054,220,2545,2765
227,0.665833,0.712083,0.208954,775,3563,4338
689,0.380833,0.623333,0.235067,449,5050,5499
106,0.430833,0.888333,0.340808,121,674,795
642,0.6575,0.79375,0.0665458,728,6844,7572
445,0.560833,0.807917,0.121271,1051,5042,6093
279,0.494167,0.620833,0.134954,639,4126,4765
482,0.498333,0.756667,0.176625,475,4551,5026
484,0.376667,0.489583,0.129975,1120,3100,4220
204,0.849167,0.5,0.131221,987,2298,3285
724,0.231304,0.791304,0.0772304,174,746,920
73,0.325217,0.496957,0.136926,359,1687,2046
660,0.464167,0.51,0.166054,2132,4692,6824
401,0.265833,0.687917,0.175996,318,2629,2947
494,0.581667,0.685833,0.296029,738,4990,5728
680,0.389167,0.645417,0.0578458,2090,4446,6536
230,0.711667,0.654583,0.233208,639,3166,3805
523,0.554167,0.61125,0.077125,1027,6028,7055
283,0.570833,0.73375,0.0423042,1514,3603,5117
70,0.316522,0.649565,0.23297,247,1730,1977
672,0.355,0.522083,0.266175,618,5229,5847
497,0.533333,0.360417,0.236937,1319,5711,7030
486,0.464167,0.57,0.171638,665,4907,5572
509,0.621667,0.774583,0.102,766,4494,5260
104,0.4675,0.540417,0.1107,529,2738,3267
237,0.684167,0.771667,0.210833,435,3107,3542
700,0.298333,0.649583,0.0584708,362,5306,5668
530,0.655833,0.582083,0.343279,1173,6248,7421
11,0.169091,0.686364,0.122132,43,1220,1263
280,0.510833,0.684167,0.0223917,949,4036,4985
412,0.316667,0.752917,0.091425,74,2931,3005
572,0.724167,0.45,0.1648,1383,6790,8173
414,0.346667,0.534583,0.190929,1435,2883,4318
495,0.575,0.744167,0.216412,620,4097,4717
159,0.775833,0.622083,0.136817,676,3725,4401
552,0.8275,0.457917,0.194029,1405,4836,6241
420,0.4075,0.7375,0.237567,246,3241,3487
94,0.573333,0.42625,0.385571,734,2381,3115
399,0.313333,0.526667,0.178496,310,3841,4151
35,0.211304,0.585217,0.127839,88,1620,1708
630,0.599167,0.66875,0.154229,1250,6917,8167
60,0.266667,0.535,0.216425,137,1714,1851
36,0.233333,0.929167,0.161079,100,905,1005
42,0.189091,0.506364,0.10855,149,1597,1746
388,0.218333,0.91125,0.110708,145,2287,2432
74,0.317391,0.655652,0.184309,289,1767,2056
333,0.458333,0.830833,0.258092,96,2818,2914
311,0.395,0.75875,0.057225,373,3662,4035
151,0.775,0.636667,0.111329,673,3309,3982
538,0.805833,0.567917,0.118787,778,5127,5905
636,0.65,0.690833,0.134342,751,6642,7393
69,0.389091,0,0.261877,46,577,623
504,0.564167,0.523333,0.136817,1521,6118,7639
214,0.783333,0.49125,0.20585,801,4044,4845
435,0.2875,0.350417,0.22575,968,3150,4118
262,0.549167,0.69,0.151742,691,3848,4539
172,0.680833,0.770417,0.171025,774,4061,4835
202,0.815,0.69125,0.222021,632,3152,3784
560,0.731667,0.485833,0.08085,1511,5988,7499
211,0.804167,0.465833,0.168537,1559,2916,4475
692,0.34,0.580417,0.0528708,955,1470,2425
85,0.265833,0.394167,0.209571,981,1515,2496
181,0.696667,0.434167,0.185312,1027,4488,5515
644,0.615,0.6275,0.10635,1516,6640,8156
8,0.165,0.535833,0.266804,68,891,959
223,0.7175,0.42375,0.164796,812,3980,4792
128,0.528333,0.631667,0.0746375,1401,2932,4333
